systematic,gene,length,RNA_Prints
YIL156W-A,YIL156W-A,402,230.075067
YIL127C,RRT14,621,6608.960411
YIL137C,TMA108,2841,7675.562983
YIL134C-A,YIL134C-A,204,52.78229558
YIL124W,AYR1,894,8238.831948
YIL155C,GUT2,1950,3596.005536
YIL141W,YIL141W,390,270.7631554
YIL148W,RPL40A,387,91256.2708
YIL136W,OM45,1182,2737.7963
YIL129C,TAO3,7131,13146.11508
YIL150C,MCM10,1716,1299.844899
YIL161W,YIL161W,708,2796.556137
YIL146C,ATG32,1590,1365.533207
YIL169C,YIL169C,2988,2743.376756
YIL159W,BNR1,4128,3167.197831
YIL135C,VHS2,1311,2960.545542
YIL177C,YIL177C,5277,3577.561419
YIL147C,SLN1,3663,6376.842319
YIL166C,YIL166C,1629,633.8324455
YIL157C,COA1,594,4937.380744
YIL158W,AIM20,615,4202.286768
YIL126W,STH1,4080,12078.9401
YIL134W,FLX1,936,2617.08461
YIL163C,YIL163C,354,99.13302107
YIL144W,NDC80,2076,3347.941148
YIL172C,IMA3,1770,504.9956021
YIL142C-A,YIL142C-A,333,211.2357673
YIL152W,YIL152W,708,1378.00399
YIL133C,RPL16A,600,57368.95852
YIL177W-A,YIL177W-A,483,114.3283234
YIL125W,KGD1,3045,10875.1277
YIL123W,SIM1,1431,17047.94832
YIL160C,POT1,1254,137.8760948
YIL151C,ESL1,3357,5741.428983
YIL171W-A,YIL171W-A,453,2.309201298
YIL132C,CSM2,642,735.7190667
YIL145C,PAN6,930,6259.582331
YIL128W,MET18,3099,5735.89646
YIL165C,YIL165C,360,1713.77956
YIL139C,REV7,738,2525.911973
YIL154C,IMP2%27,1041,3871.888311
YIL142W,CCT2,1584,20274.01832
YIL131C,FKH1,1455,3932.254128
YIL149C,MLP2,5040,9085.817379
YIL153W,RRD1,1182,3281.085116
YIL138C,TPM2,486,9831.519905
YIL164C,NIT1,600,1958.608574
YIL173W,VTH1,4650,1342.350121
YIL143C,SSL2,2532,5585.376673
YIL130W,ASG1,2895,5072.205931
YIL162W,SUC2,1599,10661.57375
YIL094C,LYS12,1116,22590.95882
YIL107C,PFK26,2484,2796.807291
YIL117C,PRM5,957,4891.960976
YIL076W,SEC28,891,13143.18092
YIL082W-A,YIL082W-A_CDS,4497,354.4891809
YIL068C,SEC6,2418,4889.909767
YIL087C,AIM19,474,1296.993276
YIL071W-A,YIL071W-A,477,65.05237821
YIL056W,VHR1,1923,3901.793067
YIL077C,YIL077C,963,2428.504417
YIL100W,YIL100W,354,55.4265916
YIL067C,YIL067C,2037,3309.704365
YIL072W,HOP1,1818,213.9734953
YIL066W-A,YIL066W-A,444,48.79241499
YIL095W,PRK1,2433,2678.786568
YIL116W,HIS5,1158,12010.01637
YIL057C,RGI2,495,131.9686013
YIL089W,YIL089W,618,494.7123011
YIL064W,EFM4,774,6432.621729
YIL086C,YIL086C,309,190.0095584
YIL108W,YIL108W,2091,4096.067766
YIL105C,SLM1,2061,4217.347667
YIL096C,BMT5,1011,3086.015903
YIL074C,SER33,1410,9082.366733
YIL062C,ARC15,465,9560.76695
YIL111W,COX5B,456,3493.851185
YIL065C,FIS1,468,3467.062631
YIL085C,KTR7,1554,7159.970539
YIL099W,SGA1,1650,221.1202648
YIL049W,DFG10,762,1726.814584
YIL121W,QDR2,1629,5254.713559
YIL050W,PCL7,858,2864.814768
YIL115W-A,YIL115W-A,372,226.7028428
YIL091C,UTP25,2166,8668.642096
YIL075C,RPN2,2838,24933.10501
YIL059C,YIL059C,366,575.9208679
YIL061C,SNP1,903,1678.54941
YIL106W,MOB1,945,4010.120504
YIL097W,FYV10,1551,1634.491599
YIL110W,HPM1,1134,6310.847305
YIL084C,SDS3,984,1715.366496
YIL069C,RPS24B,408,24526.90406
YIL118W,RHO3,696,8511.639697
YIL113W,SDP1,630,808.1819933
YIL068W-A,YIL068W-A,384,132.4595092
YIL103W,DPH1,1278,5095.240386
YIL052C,RPL34B,366,71861.01998
YIL083C,CAB2,1098,4178.278857
YIL060W,YIL060W,435,1926.289587
YIL051C,MMF1,438,29923.71092
YIL112W,HOS4,3252,5566.436542
YIL073C,SPO22,2928,802.5793254
YIL104C,SHQ1,1524,4260.600985
YIL105W-A,YIL105W-A,141,39.72169542
YIL102C-A,YIL102C-A,228,982.2642437
YIL093C,RSM25,795,4003.95504
YIL098C,FMC1,468,2579.055984
YIL090W,ICE2,1476,4486.670273
YIL120W,QDR1,1692,1433.622943
YIL053W,GPP1,753,66312.8376
YIL082W,YIL082W,873,59.07350372
YIL066C,RNR3,2610,495.4436474
YIL100C-A,YIL100C-A,339,41.03396861
YIL115C,NUP159,4383,12895.89532
YIL054W,YIL054W,318,11.63331977
YIL088C,AVT7,1473,6365.366266
YIL092W,YIL092W,1902,1856.83822
YIL101C,XBP1,1944,863.0871967
YIL109C,SEC24,2781,18434.59739
YIL058W,YIL058W,285,101.2920223
YIL078W,THS1,2205,67990.0995
YIL114C,POR2,846,3790.00625
YIL102C,YIL102C,306,13.45547971
YIL070C,MAM33,801,5508.560815
YIL119C,RPI1,1224,2521.970489
YIL071C,PCI8,1335,1882.974889
YIL055C,YIL055C,1884,1254.037831
YIL063C,YRB2,984,6530.378318
YIL079C,AIR1,1083,3722.169579
YIL017C,VID28,2766,3236.072719
YIR004W,DJP1,1299,7717.683584
YIL047C-A,YIL047C-A,369,1665.419953
YIL007C,NAS2,663,2056.154011
YIL037C,PRM2,1971,197.2068016
YIL021C-A,YIL021C-A,270,167.3605831
YIL027C,EMC5,426,5928.108467
YIL016W,SNL1,480,4613.799011
YIR017C,MET28,564,1465.326364
YIR018C-A,YIR018C-A,138,135.0897786
YIL010W,DOT5,648,3257.851542
YIL026C,IRR1,3453,4696.100704
YIR012W,SQT1,1296,12599.27366
YIL043C,CBR1,855,23364.57419
YIL030C,SSM4,3960,12342.08793
YIL006W,YIA6,1122,610.0072196
YIR013C,GAT4,366,56.02438904
YIL047C,SYG1,2709,13179.80783
YIL020C-A,YIL020C-A,339,606.0887857
YIL038C,NOT3,2511,8301.288903
YIL023C,YKE4,1041,4549.62034
YIL005W,EPS1,2106,4359.786673
YIR018W,YAP5,738,2545.322776
YIL029W-A,YIL029W-A,372,78.96462274
YIL046W-A,YIL046W-A,165,62.43888137
YIR006C,PAN1,4443,15646.15463
YIL021W,RPB3,957,8431.007575
YIL035C,CKA1,1119,8577.636512
YIL002W-A,YIL002W-A,210,6380.311999
YIR017W-A,YIR017W-A,600,84.74256608
YIL019W,FAF1,1041,4318.693321
YIR010W,DSN1,1731,3241.399186
YIL028W,YIL028W,399,296.7500969
YIR005W,IST3,447,2203.130101
YIL013C,PDR11,4236,3686.684374
YIL036W,CST6,1764,4624.489609
YIL004C,BET1,429,3139.505682
YIL020C,HIS6,786,3849.38095
YIR015W,RPR2,435,1250.51999
YIL024C,YIL024C,570,536.239672
YIL001W,YIL001W,1542,2549.196099
YIR011C,STS1,960,5643.688365
YIR003W,AIM21,2040,4746.618921
YIL029C,YIL029C,429,1238.731981
YIL015W,BAR1,1764,11220.32185
YIL045W,PIG2,1617,1716.020946
YIL003W,CFD1,882,3052.904395
YIR008C,PRI1,1230,4429.606584
YIR016W,YIR016W,798,2789.022054
YIL033C,BCY1,1251,6200.930021
YIL040W,APQ12,417,3649.79524
YIL044C,AGE2,897,5064.170496
YIL012W,YIL012W,342,51.58962645
YIL009C-A,EST3,546,25542.19131
YIL018W,RPL2B,765,111065.0362
YIL011W,TIR3,810,1362.775334
YIL002C,INP51,2841,4031.704702
YIL034C,CAP2,864,5714.664532
YIR007W,YIR007W,2295,10005.82935
YIL014C-A,YIL014C-A,315,718.2117517
YIL030W-A,YIL030W-A,339,583.7913694
YIL025C,YIL025C,375,39.73652568
YIL009W,FAA3,2085,7199.379221
YIL031W,ULP2,3105,3131.316134
YIL014W,MNT3,1893,5450.641117
YIL022W,TIM44,1296,8092.156083
YIL042C,PKP1,1185,1522.710676
YIR014W,YIR014W,729,427.5044052
YIL046W,MET30,1923,4535.752953
YIL032C,YIL032C,357,4.224384148
YIL008W,URM1,300,4690.668523
YIR002C,MPH1,2982,4207.504947
YIR009W,MSL1,336,1201.312639
YIR001C,SGN1,753,2064.896331
YIL039W,TED1,1422,8107.069126
YIL041W,GVP36,981,13698.98727
YIR037W,HYR1,492,8513.809222
YIR026C,YVH1,1095,5277.84326
YIR027C,DAL1,1383,421.0608509
YIR039C,YPS6,1614,836.0352912
YIR036W-A,YIR036W-A,402,80.13827198
YIR034C,LYS1,1122,4534.949464
YIR031C,DAL7,1665,3508.663355
YIR038C,GTT1,705,3369.433361
YIR025W,MND2,1107,1402.329983
YIR036C,IRC24,792,3646.974982
YIR043C,YIR043C_CDS,1137,80.69128665
YIR023C-A,YIR023C-A,324,42.24593897
YIR024C,INA22,651,1822.154477
YIR020C,YIR020C,303,149.6837992
YIR041W,PAU15,375,18.94219002
YIR042C,YIR042C,711,999.5155945
YIR023W,DAL81,2913,3427.340272
YIR040C,YIR040C,333,1.854485012
YIR020W-A,YIR020W-A,243,11.77845293
YIR020C-B,YIR020C-B,735,124.4012583
YIR033W,MGA2,3342,7973.863761
YIR022W,SEC11,504,4931.70309
YIR030W-A,YIR030W-A,384,98.40099693
YIR030C,DCG1,735,686.6151475
YIR021W,MRS1,1092,2592.212201
YIR035C,YIR035C,765,4727.522615
YIR021W-A,YIR021W-A,213,340.8848032
YIR029W,DAL2,1032,802.5644824
YIR032C,DAL3,588,586.1943521
YIR028W,DAL4,1908,207.9023364
YFL005W,SEC4,648,14497.02383
YFL044C,OTU1,906,2689.718073
YFL061W,DDI2,678,62.95124839
YFL012W-A,YFL012W-A,375,23.57491895
YFL011W,HXT10,1641,51.71984613
YFL019C,YFL019C,354,13.95501563
YFL016C,MDJ1,1536,6716.821808
YFL034C-A,RPL22B,369,17206.06085
YFL034C-B,MOB2,864,2558.198517
YFL029C,CAK1,1107,2356.580279
YFL045C,SEC53,765,43614.5748
YFL010C,WWM1,636,8897.704601
YFL062W,COS4,1140,1290.192974
YFL013W-A,YFL013W-A,804,93.82644186
YFL051C,YFL051C,483,188.5113112
YFL018C,LPD1,1500,16875.50233
YFL021W,GAT1,1533,2753.982157
YFL031C-A,YFL031C-A,102,1683.323843
YFL059W,SNZ3,897,600.3551907
YFL008W,SMC1,3678,6214.749172
YFL007W,BLM10,6432,18493.43258
YFL017W-A,SMX2,234,3033.741178
YFL037W,TUB2,1374,23888.67476
YFL054C,YFL054C,1941,1108.485025
YFL067W,YFL067W,528,127.6144004
YFL046W,FMP32,624,2287.113486
YFL030W,AGX1,1158,1088.753069
YFL014W,HSP12,330,3142.157088
YFL026W,STE2,1296,26449.8842
YFL036W,RPO41,4056,7977.530668
YFL028C,CAF16,870,5386.87428
YFL047W,RGD2,2145,5340.558649
YFL060C,SNO3,669,425.0756906
YFL021C-A,YFL021C-A,855,99.82064209
YFL017C,GNA1,480,4558.125581
YFL027C,GYP8,1494,4236.27533
YFL010W-A,AUA1,285,530.3996585
YFL068W,YFL068W,483,148.4451068
YFL025C,BST1,3090,3503.802262
YFL065C,YFL065C,309,123.9421732
YFL039C,ACT1,1128,99409.69558
YFL052W,YFL052W,1398,437.945523
YFL040W,YFL040W,1623,72.83282634
YFL048C,EMP47,1338,9146.815255
YFL032W,YFL032W,321,4181.11918
YFL012W,YFL012W,447,41.76059156
YFL015W-A,YFL015W-A,318,7.376772818
YFL055W,AGP3,1677,882.8523392
YFL038C,YPT1,621,23286.08218
YFL066C,YFL066C,1179,1384.540287
YFL041W,FET5,1869,4952.85192
YFL009W,CDC4,2340,4798.840125
YFL031W,HAC1,717,38656.4002
YFL020C,PAU5,369,92.27918272
YFL049W,SWP82,1872,3463.113367
YFL015C,YFL015C,495,9.010549839
YFL050C,ALR2,2577,2121.315378
YFL063W,YFL063W,456,3.79717284
YFL058W,THI5,1023,36.33826002
YFL042C,YFL042C,2025,2623.868671
YFL034W,YFL034W,3222,3769.821981
YFL022C,FRS2,1512,19351.29596
YFL041W-A,YFL041W-A,192,210.5122114
YFL024C,EPL1,2499,3413.489436
YFL053W,DAK2,1776,64.62450862
YFL064C,YFL064C,525,170.7537512
YFL023W,BUD27,2391,3964.891503
YFL013C,IES1,2079,4013.544369
YFL033C,RIM15,5313,4981.878738
YFR040W,SAP155,3009,6735.989075
YFR017C,IGD1,588,951.1452547
YFR027W,ECO1,846,1269.420881
YFR007W,YFH7,1062,1553.286203
YFR037C,RSC8,1674,13219.84282
YFR032C,RRT5,870,327.5262066
YFR053C,HXK1,1458,21601.42596
YFR016C,YFR016C,3702,5373.7338
YFR041C,ERJ5,888,4029.023312
YFL002C,SPB4,1821,5470.978925
YFR032C-A,RPL29,180,131998.5583
YFR036W,CDC26,375,846.7898061
YFR048W,RMD8,1989,3569.414049
YFR008W,FAR7,666,1323.062408
YFR005C,SAD1,1347,4956.676678
YFR034W-A,YFR034W-A,288,487.373165
YFR050C,PRE4,801,10711.56979
YFR046C,CNN1,1086,1626.673391
YFR029W,PTR3,2037,1978.343489
YFR035C,YFR035C,345,304.6539069
YFR021W,ATG18,1503,2410.450119
YFR019W,FAB1,6837,7570.819592
YFR033C,QCR6,444,11108.97585
YFL004W,VTC2,2487,18435.53803
YFR047C,BNA6,888,5764.833278
YFR006W,YFR006W,1608,8881.615403
YFR010W,UBP6,1500,9683.818502
YFR018C,YFR018C,1092,3802.582765
YFR026C,ULI1,510,507.8913471
YFR024C-A,LSB3,1380,10439.43876
YFR031C-A,RPL2A,765,69958.01741
YFR034C,PHO4,939,3569.154131
YFR013W,IOC3,2364,5002.877983
YFR003C,YPI1,468,3412.798063
YFR001W,LOC1,615,8352.338688
YFR052C-A,YFR052C-A,306,4675.695596
YFL001W,DEG1,1329,3956.777861
YFR044C,DUG1,1446,20320.12416
YFR052W,RPN12,825,10779.12042
YFR023W,PES4,1836,115.1227036
YFR010W-A,YFR010W-A,189,107.9856375
YFR012W,DCV1,609,45.9500377
YFR011C,MIC19,513,3231.28146
YFR045W,YFR045W,930,1720.22233
YFR028C,CDC14,1656,7185.89098
YFR004W,RPN11,921,12681.03872
YFL002W-A,YFL002W-A_CDS,5313,17765.74613
YFL002W-B,YFL002W-B_CDS,1317,2422.178219
YFR020W,YFR020W,699,1934.213042
YFR015C,GSY1,2127,3350.414813
YFL003C,MSH4,2637,442.0615489
YFR039C,OSW7,1533,4747.466706
YFR054C,YFR054C,579,45.87136329
YFR042W,KEG1,603,2762.277226
YFR025C,HIS2,1008,21183.59293
YFR031C,SMC2,3513,5217.316579
YFR049W,YMR31,372,2932.201928
YFR012W-A,YFR012W-A,87,17.23303652
YFR009W,GCN20,2259,63678.19442
YFR032C-B,YFR032C-B,264,5946.36633
YFR014C,CMK1,1341,3692.127428
YFR009W-A,YFR009W-A,258,2344.660369
YFR043C,IRC6,714,1923.426915
YFR030W,MET10,3108,8427.686444
YFR036W-A,YFR036W-A,651,434.1903735
YFR038W,IRC5,2562,5227.932498
YFR051C,RET2,1641,10754.13157
YFR002W,NIC96,2520,9593.77512
YFR022W,ROG3,2202,1818.369661
YFR056C,YFR056C,369,136.4116486
YFR057W,YFR057W,456,239.4488401
YFR055W,IRC7,1023,8791.472904
YKR046C,PET10,852,6996.898541
YKR103W,NFT1,3657,1224.812579
YKL023C-A,YKL023C-A,228,4882.560067
YKL224C,PAU16,372,6.41934831
YKL190W,CNB1,528,6448.437623
YKL188C,PXA2,2562,1484.27296
YKL203C,TOR2,7425,10254.9661
YKL186C,MTR2,555,5949.410138
YKL204W,EAP1,1899,4750.44156
YKL214C,YRA2,612,3155.355464
YKL176C,LST4,2487,7792.836065
YKL189W,HYM1,1200,2069.027947
YKL221W,MCH2,1422,85.27992922
YKL173W,SNU114,3027,5043.586112
YKL182W,FAS1,6156,168663.7211
YKL198C,PTK1,1989,3325.457778
YKL183W,LOT5,921,4446.445225
YKL213C,DOA1,2148,7866.95923
YKL185W,ASH1,1767,9264.103822
YKL183C-A,YKL183C-A,213,71.58677547
YKL191W,DPH2,1605,8730.746315
YKL225W,YKL225W,348,0.750551268
YKL217W,JEN1,1851,856.1909883
YKL177W,YKL177W,339,28.86141066
YKL170W,MRPL38,417,4123.943953
YKL222C,YKL222C,2118,1736.805834
YKL192C,ACP1,378,8323.29907
YKL195W,MIA40,1212,10341.73034
YKL219W,COS9,1224,2559.79263
YKL205W,LOS1,3303,9056.591657
YKL181W,PRS1,1284,30156.56961
YKL179C,COY1,2040,6678.678259
YKL206C,ADD66,804,4082.562048
YKL196C,YKT6,603,11543.38254
YKL184W,SPE1,1401,8066.002152
YKL174C,TPO5,1857,4943.065478
YKL212W,SAC1,1872,16191.62216
YKL208W,CBT1,816,1953.888113
YKL169C,YKL169C,384,230.2830611
YKL201C,MNN4,3537,3256.251958
YKL218C,SRY1,981,2496.510592
YKL202W,YKL202W,582,49.01097188
YKL180W,RPL17A,555,83990.95435
YKL216W,URA1,945,44189.94578
YKL171W,NNK1,2787,2165.452972
YKL211C,TRP3,1455,10468.84296
YKL193C,SDS22,1017,3256.782524
YKL223W,YKL223W,333,2.35885667
YKL215C,OXP1,3861,4724.996839
YKL209C,STE6,3873,14553.26684
YKL175W,ZRT3,1512,8044.464371
YKL220C,FRE2,2136,1274.429003
YKL194C,MST1,1389,2400.223098
YKL187C,FAT3,2253,708.9108727
YKL197C,PEX1,3132,2605.388882
YKL207W,EMC3,762,10960.42629
YKL178C,STE3,1413,3212.468235
YKL210W,UBA1,3075,30386.97077
YKL172W,EBP2,1284,15936.97892
YKL168C,KKQ8,2175,2559.693377
YKL133C,YKL133C,1392,1423.840104
YKL142W,MRP8,660,8843.157954
YKL134C,Oct-01,2319,2590.464047
YKL151C,YKL151C,1014,3462.190664
YKL104C,GFA1,2154,16090.62781
YKL116C,PRR1,1557,3138.53462
YKL128C,PMU1,888,8143.972253
YKL156W,RPS27A,249,34099.31387
YKL145W-A,YKL145W-A,93,4229.47459
YKL146W,AVT3,2079,5144.260639
YKL141W,SDH3,597,6150.744474
YKL138C-A,HSK3,210,2228.644411
YKL096W,CWP1,720,10250.34196
YKL160W,ELF1,438,9192.240186
YKL126W,YPK1,2043,8806.72429
YKL100C,YPF1,1764,7257.259194
YKL130C,SHE2,741,3970.718424
YKL161C,KDX1,1302,1811.396984
YKL165C-A,YKL165C-A,234,439.8394733
YKL145W,RPT1,1404,18539.43479
YKL135C,APL2,2181,6760.304012
YKL152C,GPM1,744,447752.6955
YKL164C,PIR1,1026,21563.86836
YKL113C,RAD27,1149,5680.095524
YKL118W,YKL118W,312,76.88803991
YKL163W,PIR3,978,1096.551265
YKL122C,SRP21,504,7272.949141
YKL162C-A,YKL162C-A,153,73.08247288
YKL139W,CTK1,1587,3787.572151
YKL099C,UTP11,753,6786.169865
YKL167C,MRP49,414,3453.646261
YKL100W-A,YKL100W-A,90,24.71220141
YKL138C,MRPL31,396,4095.795589
YKL125W,RRN3,1884,6727.102821
YKL117W,SBA1,651,21069.83766
YKL107W,YKL107W,930,143.0227568
YKL157W,APE2,2859,13967.80858
YKL106C-A,YKL106C-A,120,28.18653006
YKL156C-A,YKL156C-A,117,1280.631423
YKL096W-A,CWP2,279,96075.60414
YKL140W,TGL1,1647,4532.656641
YKL110C,KTI12,942,4967.424408
YKL153W,YKL153W,510,38415.28511
YKL119C,VPH2,648,3974.619426
YKL162C,YKL162C,1209,894.5572965
YKL103C,APE1,1545,4626.353032
YKL098W,MTC2,1074,2667.989286
YKL096C-B,YKL096C-B,150,114.9787207
YKL121W,DGR2,2559,2172.365354
YKL136W,YKL136W,399,273.5201279
YKL144C,RPC25,639,4178.442885
YKL106W,AAT1,1356,5575.663833
YKL114C,APN1,1104,5158.981967
YKL109W,HAP4,1665,4577.629829
YKL154W,SRP102,735,5440.813477
YKL132C,RMA1,1293,1270.594858
YKL148C,SDH1,1923,5009.622858
YKL143W,LTV1,1392,7157.39985
YKL166C,TPK3,1197,4566.695357
YKL124W,SSH4,1740,1746.389244
YKL102C,YKL102C,306,26.32851864
YKL120W,OAC1,975,14510.69779
YKL127W,PGM1,1713,9026.785695
YKL137W,CMC1,336,3502.165751
YKL149C,DBR1,1218,2548.090407
YKL105C,SEG2,3399,3196.731881
YKL111C,YKL111C,336,129.0541849
YKL150W,MCR1,909,8249.593701
YKL129C,MYO3,3819,4121.764048
YKL159C,RCN1,636,1218.871002
YKL147C,YKL147C,618,43.95436462
YKL097C,YKL097C,411,43.97209971
YKL155C,RSM22,1887,3283.543531
YKL165C,MCD4,2760,6165.827663
YKL112W,ABF1,2196,6694.839838
YKL123W,YKL123W,381,461.5869301
YKL101W,HSL1,4557,11267.88835
YKL115C,YKL115C,393,292.3201756
YKL131W,YKL131W,522,44.70336994
YKL108W,SLD2,1362,2104.957445
YKL044W,YKL044W,321,585.5308051
YKL059C,MPE1,1326,2965.977158
YKL084W,HOT13,351,1714.672268
YKL074C,MUD2,1584,4354.763147
YKL068W,NUP100,2880,9217.564495
YKL093W,MBR1,1020,375.9670861
YKL083W,YKL083W,615,431.7974181
YKL029C,MAE1,2010,15201.22594
YKL052C,ASK1,879,3321.326866
YKL053C-A,MDM35,261,3937.806565
YKL056C,TMA19,504,146126.9273
YKL065W-A,YKL065W-A,222,190.9148456
YKL068W-A,YKL068W-A,237,3463.030369
YKL080W,VMA5,1179,25690.78143
YKL041W,VPS24,675,3494.593272
YKL036C,YKL036C,393,154.7002793
YKL024C,URA6,615,8658.63498
YKL039W,PTM1,1572,8497.394033
YKL064W,MNR2,2910,6101.809957
YKL063C,YKL063C,504,4301.37995
YKL033W-A,YKL033W-A,711,12552.85823
YKL089W,MIF2,1650,2585.351962
YKL058W,TOA2,369,5515.109685
YKL078W,DHR2,2208,3970.744556
YKL028W,TFA1,1449,6216.14196
YKL073W,LHS1,2646,8153.033413
YKL060C,FBA1,1080,723789.5076
YKL035W,UGP1,1500,20299.10732
YKL051W,SFK1,1062,2189.034944
YKL092C,BUD2,3315,3599.573199
YKL032C,IXR1,1794,4484.47353
YKL077W,YKL077W,1179,10494.68833
YKL045W,PRI2,1587,4268.372336
YKL085W,MDH1,1005,9906.141615
YKL031W,YKL031W,414,96.39105514
YKL025C,PAN3,2040,3921.016553
YKL038W,RGT1,3513,3960.020381
YKL072W,STB6,2301,2747.705429
YKL065C,YET1,621,9095.718809
YKL055C,OAR1,837,719.0279294
YKL081W,TEF4,1239,91581.3111
YKL042W,SPC42,1092,2229.494361
YKL095W,YJU2,837,1295.815058
YKL050C,YKL050C,2769,865.7493068
YKL046C,DCW1,1350,9629.446163
YKL086W,SRX1,384,239.368008
YKL026C,GPX1,504,684.9772486
YKL034W,TUL1,2277,2823.819424
YKL061W,BLI1,342,1609.464149
YKL069W,YKL069W,543,3356.751635
YKL066W,YKL066W,444,1924.789644
YKL091C,YKL091C,933,2446.851321
YKL076C,PSY1,384,1315.902035
YKL071W,YKL071W,771,257.5100859
YKL048C,ELM1,1923,2280.243985
YKL054C,DEF1,2217,18194.44752
YKL062W,MSN4,1893,2452.515765
YKL094W,YJU3,942,7519.524127
YKL053W,YKL053W,375,152.2049512
YKL082C,RRP14,1305,8916.116193
YKL030W,YKL030W,606,620.2543635
YKL043W,PHD1,1101,3057.766535
YKL075C,YKL075C,1353,4236.798912
YKL027W,TCD2,1344,6265.846299
YKL037W,AIM26,357,34.58076119
YKL067W,YNK1,462,10570.9129
YKL090W,CUE2,1332,2286.296897
YKL088W,CAB3,1716,3583.356591
YKL079W,SMY1,1971,4479.23888
YKL070W,YKL070W,510,122.6503452
YKL049C,CSE4,690,2616.222067
YKL057C,NUP120,3114,9331.563633
YKL047W,ANR2,1551,3369.093241
YKL087C,CYT2,675,2417.192824
YKL040C,NFU1,771,6020.767797
YKL033W,TTI1,3117,3773.244513
YKL011C,CCE1,1062,2391.211831
YKL006C-A,SFT1,294,11224.28979
YKL006W,RPL14A,417,59620.36702
YKL020C,SPT23,3249,5531.202182
YKR045C,YKR045C,552,1226.042192
YKR019C,IRS4,1848,2016.006638
YKR005C,YKR005C,1578,415.2580503
YKR017C,HEL1,1656,2126.413281
YKL009W,MRT4,711,16995.24482
YKL014C,URB1,5295,15887.98297
YKR035C,OPI8,642,489.3850441
YKR029C,SET3,2256,3391.817094
YKR042W,UTH1,1098,46894.07949
YKR022C,NTR2,969,2896.166558
YKR008W,RSC4,1878,4516.644129
YKR012C,YKR012C,378,272.5400989
YKL002W,DID4,699,6061.81432
YKR035W-A,DID2,615,4873.019936
YKR026C,GCN3,918,7711.864551
YKL019W,RAM2,951,5398.853743
YKL021C,MAK11,1407,8329.263843
YKL018C-A,YKL018C-A,300,2034.901734
YKR001C,VPS1,2115,14504.03768
YKR039W,GAP1,1809,3039.639086
YKR030W,GMH1,822,3335.497921
YKR006C,MRPL13,795,4899.230388
YKR016W,MIC60,1623,5776.486445
YKL010C,UFD4,4452,8115.564539
YKL007W,CAP1,807,7544.007002
YKL017C,HCS1,2052,2460.029228
YKR043C,SHB17,816,13054.28371
YKR034W,DAL80,810,52.99389515
YKR023W,YKR023W,1593,2882.070176
YKR033C,YKR033C,426,13.27037947
YKR011C,YKR011C,1062,2673.950345
YKR002W,PAP1,1707,4448.749888
YKR018C,YKR018C,2178,9285.24031
YKL003C,MRP17,396,2930.947885
YKL004W,AUR1,1206,8171.139946
YKL022C,CDC16,2523,3597.083391
YKL013C,ARC19,516,8026.000384
YKR038C,KAE1,1161,28675.98321
YKR007W,MEH1,555,2566.804264
YKR037C,SPC34,888,2935.627996
YKR015C,YKR015C,1707,181.7971414
YKR009C,FOX2,2703,1344.782987
YKL016C,ATP7,525,9715.875955
YKL018W,SWD2,990,3116.737631
YKR027W,BCH2,2298,3631.02414
YKR020W,VPS51,495,1604.714825
YKR010C,TOF2,2316,3519.751434
YKR003W,OSH6,1347,4499.366128
YKL023W,YKL023W,834,2152.239399
YKL012W,PRP40,1752,4361.889409
YKR040C,YKR040C,504,271.3229581
YKR032W,YKR032W,315,9.13290037
YKR024C,DBP7,2229,4833.925162
YKR014C,YPT52,705,6838.498485
YKL005C,BYE1,1785,3423.710399
YKR028W,SAP190,3102,10403.25883
YKR021W,ALY1,2748,3071.909786
YKR044W,UIP5,1332,2736.245722
YKR004C,ECM9,1134,1754.310003
YKR036C,CAF4,1932,3481.830033
YKL008C,LAC1,1257,9532.247846
YKL015W,PUT3,2940,4595.161596
YKL001C,MET14,609,6855.999348
YKR041W,YKR041W,753,18004.62419
YKR025W,RPC37,849,5903.459412
YKR031C,SPO14,5052,5923.525628
YKR013W,PRY2,990,10636.5098
YKR070W,YKR070W,1059,5564.877145
YKR087C,OMA1,1038,4502.72462
YKR091W,SRL3,741,2179.23928
YKR102W,FLO10,3510,1306.14735
YKR051W,YKR051W,1257,2569.076385
YKR067W,GPT2,2232,3590.393338
YKR077W,MSA2,1092,1593.102251
YKR095W-A,PCC1,267,2236.134429
YKR068C,BET3,582,5828.090704
YKR083C,DAD2,402,1993.949125
YKR095W,MLP1,5628,14658.78614
YKR064W,OAF3,2592,3544.302281
YKR049C,FMP46,402,1790.817353
YKR073C,YKR073C,321,218.2137983
YKR088C,TVP38,1014,5208.05782
YKR063C,LAS1,1509,4099.67357
YKR090W,PXL1,2121,3796.605149
YKR054C,DYN1,12279,21506.15807
YKR099W,BAS1,2436,3969.088962
YKR060W,UTP30,825,3337.789359
YKR076W,ECM4,1113,1171.223576
YKR069W,MET1,1782,3084.902723
YKR059W,TIF1,1188,24194.83906
YKR084C,HBS1,1836,6675.533755
YKR094C,RPL40B,387,58643.27169
YKR050W,TRK2,2670,2503.812929
YKR089C,TGL4,2733,5378.683289
YKR072C,SIS2,1689,6910.943028
YKR080W,MTD1,963,15635.4794
YKR057W,RPS21A,264,61392.24619
YKR047W,YKR047W,306,999.4320721
